1370
1       1       3       4       6       -19.34226
2       1       3       6       8       -2.38904
3       1       3       8       10      -0.77918
4       1       3       10      12      -0.40437
5       1       3       12      14      -0.24354
6       1       3       14      16      -0.15581
7       1       3       16      18      -0.12022
8       1       3       18      20      -0.06884
9       1       3       20      22      -0.04839
10      1       3       22      24      -0.03697
11      1       3       5       7       -5.16231
12      1       3       7       9       -1.10701
13      1       3       9       11      -0.57572
14      1       3       11      13      -0.30781
15      1       3       13      15      -0.20197
16      1       3       15      17      -0.14290
17      1       3       17      19      -0.08881
18      1       3       19      21      -0.05612
19      1       3       21      23      -0.04118
20      1       3       23      25      -0.03256
21      2       4       5       7       -17.72480
22      2       4       7       9       -1.91762
23      2       4       9       11      -0.78627
24      2       4       11      13      -0.37795
25      2       4       13      15      -0.23560
26      2       4       15      17      -0.16527
27      2       4       17      19      -0.10067
28      2       4       19      21      -0.06328
29      2       4       21      23      -0.04534
30      2       4       23      25      -0.03557
31      2       4       6       8       -5.30285
32      2       4       8       10      -1.18050
33      2       4       10      12      -0.51400
34      2       4       12      14      -0.28897
35      2       4       14      16      -0.18090
36      2       4       16      18      -0.13732
37      2       4       18      20      -0.07791
38      2       4       20      22      -0.05393
39      2       4       22      24      -0.04051
40      2       4       24      26      -0.03235
41      3       5       6       8       -18.71358
42      3       5       8       10      -2.10662
43      3       5       10      12      -0.71219
44      3       5       12      14      -0.36074
45      3       5       14      16      -0.21882
46      3       5       16      18      -0.16235
47      3       5       18      20      -0.09118
48      3       5       20      22      -0.06222
49      3       5       22      24      -0.04578
50      3       5       24      26      -0.03653
51      3       5       7       9       -4.18729
52      3       5       9       11      -1.21561
53      3       5       11      13      -0.49615
54      3       5       13      15      -0.28705
55      3       5       15      17      -0.19867
56      3       5       17      19      -0.11823
57      3       5       19      21      -0.07383
58      3       5       21      23      -0.05150
59      3       5       23      25      -0.04064
60      3       5       25      27      -0.03218
61      4       6       7       9       -14.01215
62      4       6       9       11      -2.12925
63      4       6       11      13      -0.65326
64      4       6       13      15      -0.33744
65      4       6       15      17      -0.22071
66      4       6       17      19      -0.12837
67      4       6       19      21      -0.07836
68      4       6       21      23      -0.05407
69      4       6       23      25      -0.04206
70      4       6       25      27      -0.03299
71      4       6       8       10      -4.54600
72      4       6       10      12      -1.04065
73      4       6       12      14      -0.44193
74      4       6       14      16      -0.24868
75      4       6       16      18      -0.17877
76      4       6       18      20      -0.09782
77      4       6       20      22      -0.06576
78      4       6       22      24      -0.04769
79      4       6       24      26      -0.03769
80      4       6       26      28      -0.02628
81      5       7       8       10      -21.16530
82      5       7       10      12      -2.20045
83      5       7       12      14      -0.67423
84      5       7       14      16      -0.33124
85      5       7       16      18      -0.22426
86      5       7       18      20      -0.11809
87      5       7       20      22      -0.07727
88      5       7       22      24      -0.05503
89      5       7       24      26      -0.04272
90      5       7       26      28      -0.02968
91      5       7       9       11      -6.31080
92      5       7       11      13      -1.14441
93      5       7       13      15      -0.47754
94      5       7       15      17      -0.28261
95      5       7       17      19      -0.15790
96      5       7       19      21      -0.09313
97      5       7       21      23      -0.06306
98      5       7       23      25      -0.04790
99      5       7       25      27      -0.03797
100     5       7       27      29      -0.02889
101     6       8       9       11      -21.55866
102     6       8       11      13      -1.99145
103     6       8       13      15      -0.64996
104     6       8       15      17      -0.34419
105     6       8       17      19      -0.18386
106     6       8       19      21      -0.10490
107     6       8       21      23      -0.06956
108     6       8       23      25      -0.05191
109     6       8       25      27      -0.04067
110     6       8       27      29      -0.03064
111     6       8       10      12      -4.80047
112     6       8       12      14      -1.00002
113     6       8       14      16      -0.42146
114     6       8       16      18      -0.26661
115     6       8       18      20      -0.13505
116     6       8       20      22      -0.08612
117     6       8       22      24      -0.06013
118     6       8       24      26      -0.04582
119     6       8       26      28      -0.03172
120     6       8       28      30      -0.02865
121     7       9       10      12      -16.36884
122     7       9       12      14      -1.71352
123     7       9       14      16      -0.56337
124     7       9       16      18      -0.31937
125     7       9       18      20      -0.15199
126     7       9       20      22      -0.09367
127     7       9       22      24      -0.06373
128     7       9       24      26      -0.04740
129     7       9       26      28      -0.03215
130     7       9       28      30      -0.02913
131     7       9       11      13      -4.36501
132     7       9       13      15      -0.96963
133     7       9       15      17      -0.42774
134     7       9       17      19      -0.21321
135     7       9       19      21      -0.11547
136     7       9       21      23      -0.07475
137     7       9       23      25      -0.05445
138     7       9       25      27      -0.04144
139     7       9       27      29      -0.03145
140     7       9       29      31      -0.02311
141     8       10      11      13      -20.03310
142     8       10      13      15      -2.14492
143     8       10      15      17      -0.74112
144     8       10      17      19      -0.33310
145     8       10      19      21      -0.17080
146     8       10      21      23      -0.10588
147     8       10      23      25      -0.07477
148     8       10      25      27      -0.05577
149     8       10      27      29      -0.04143
150     8       10      29      31      -0.03048
151     8       10      12      14      -4.72206
152     8       10      14      16      -1.07028
153     8       10      16      18      -0.52061
154     8       10      18      20      -0.23012
155     8       10      20      22      -0.13542
156     8       10      22      24      -0.08866
157     8       10      24      26      -0.06436
158     8       10      26      28      -0.04280
159     8       10      28      30      -0.03837
160     8       10      30      32      -0.02795
161     9       11      12      14      -18.07132
162     9       11      14      16      -2.14206
163     9       11      16      18      -0.83813
164     9       11      18      20      -0.33662
165     9       11      20      22      -0.18676
166     9       11      22      24      -0.11623
167     9       11      24      26      -0.08215
168     9       11      26      28      -0.05353
169     9       11      28      30      -0.04694
170     9       11      30      32      -0.03414
171     9       11      13      15      -5.42434
172     9       11      15      17      -1.30181
173     9       11      17      19      -0.50573
174     9       11      19      21      -0.24272
175     9       11      21      23      -0.14183
176     9       11      23      25      -0.09664
177     9       11      25      27      -0.07044
178     9       11      27      29      -0.05066
179     9       11      29      31      -0.03798
180     9       11      31      33      -0.03045
181     10      12      13      15      -23.36283
182     10      12      15      17      -2.57138
183     10      12      17      19      -0.79232
184     10      12      19      21      -0.34063
185     10      12      21      23      -0.18533
186     10      12      23      25      -0.12003
187     10      12      25      27      -0.08448
188     10      12      27      29      -0.05938
189     10      12      29      31      -0.04368
190     10      12      31      33      -0.03471
191     10      12      14      16      -5.36024
192     10      12      16      18      -1.44021
193     10      12      18      20      -0.49470
194     10      12      20      22      -0.25250
195     10      12      22      24      -0.14743
196     10      12      24      26      -0.10005
197     10      12      26      28      -0.06340
198     10      12      28      30      -0.05438
199     10      12      30      32      -0.03907
200     10      12      32      34      -0.03004
201     11      13      14      16      -16.47486
202     11      13      16      18      -2.53260
203     11      13      18      20      -0.70955
204     11      13      20      22      -0.32830
205     11      13      22      24      -0.17810
206     11      13      24      26      -0.11535
207     11      13      26      28      -0.07081
208     11      13      28      30      -0.05941
209     11      13      30      32      -0.04189
210     11      13      32      34      -0.03172
211     11      13      15      17      -5.49832
212     11      13      17      19      -1.22989
213     11      13      19      21      -0.46228
214     11      13      21      23      -0.23168
215     11      13      23      25      -0.14164
216     11      13      25      27      -0.09586
217     11      13      27      29      -0.06566
218     11      13      29      31      -0.04699
219     11      13      31      33      -0.03692
220     11      13      33      35      -0.02801
221     12      14      15      17      -21.63436
222     12      14      17      19      -2.54023
223     12      14      19      21      -0.76600
224     12      14      21      23      -0.33785
225     12      14      23      25      -0.18952
226     12      14      25      27      -0.12122
227     12      14      27      29      -0.07961
228     12      14      29      31      -0.05560
229     12      14      31      33      -0.04274
230     12      14      33      35      -0.03203
231     12      14      16      18      -6.56464
232     12      14      18      20      -1.28208
233     12      14      20      22      -0.50907
234     12      14      22      24      -0.24703
235     12      14      24      26      -0.14960
236     12      14      26      28      -0.08770
237     12      14      28      30      -0.07112
238     12      14      30      32      -0.04891
239     12      14      32      34      -0.03657
240     12      14      34      36      -0.02898
241     13      15      16      18      -20.27876
242     13      15      18      20      -2.33958
243     13      15      20      22      -0.77862
244     13      15      22      24      -0.33602
245     13      15      24      26      -0.18999
246     13      15      26      28      -0.10631
247     13      15      28      30      -0.08323
248     13      15      30      32      -0.05593
249     13      15      32      34      -0.04113
250     13      15      34      36      -0.03209
251     13      15      17      19      -5.50746
252     13      15      19      21      -1.26045
253     13      15      21      23      -0.48425
254     13      15      23      25      -0.24859
255     13      15      25      27      -0.15030
256     13      15      27      29      -0.09460
257     13      15      29      31      -0.06454
258     13      15      31      33      -0.04818
259     13      15      33      35      -0.03597
260     13      15      35      37      -0.02845
261     14      16      17      19      -16.53322
262     14      16      19      21      -2.21668
263     14      16      21      23      -0.70392
264     14      16      23      25      -0.32099
265     14      16      25      27      -0.17970
266     14      16      27      29      -0.10718
267     14      16      29      31      -0.07034
268     14      16      31      33      -0.05151
269     14      16      33      35      -0.03766
270     14      16      35      37      -0.02956
271     14      16      18      20      -4.90785
272     14      16      20      22      -1.23166
273     14      16      22      24      -0.45525
274     14      16      24      26      -0.23451
275     14      16      26      28      -0.12331
276     14      16      28      30      -0.09277
277     14      16      30      32      -0.06027
278     14      16      32      34      -0.04335
279     14      16      34      36      -0.03356
280     14      16      36      38      -0.02410
281     15      17      18      20      -18.82661
282     15      17      20      22      -2.73001
283     15      17      22      24      -0.79227
284     15      17      24      26      -0.35870
285     15      17      26      28      -0.17361
286     15      17      28      30      -0.12340
287     15      17      30      32      -0.07710
288     15      17      32      34      -0.05405
289     15      17      34      36      -0.04115
290     15      17      36      38      -0.02905
291     15      17      19      21      -5.90828
292     15      17      21      23      -1.35984
293     15      17      23      25      -0.52146
294     15      17      25      27      -0.26301
295     15      17      27      29      -0.14624
296     15      17      29      31      -0.09145
297     15      17      31      33      -0.06502
298     15      17      33      35      -0.04637
299     15      17      35      37      -0.03596
300     15      17      37      39      -0.02676
301     16      18      19      21      -19.04117
302     16      18      21      23      -2.66834
303     16      18      23      25      -0.82320
304     16      18      25      27      -0.36681
305     16      18      27      29      -0.18703
306     16      18      29      31      -0.11120
307     16      18      31      33      -0.07528
308     16      18      33      35      -0.05269
309     16      18      35      37      -0.03969
310     16      18      37      39      -0.02930
311     16      18      20      22      -6.45218
312     16      18      22      24      -1.36098
313     16      18      24      26      -0.52713
314     16      18      26      28      -0.23109
315     16      18      28      30      -0.15268
316     16      18      30      32      -0.09142
317     16      18      32      34      -0.06197
318     16      18      34      36      -0.04586
319     16      18      36      38      -0.03194
320     16      18      38      40      -0.02522
321     17      19      20      22      -20.51119
322     17      19      22      24      -2.51833
323     17      19      24      26      -0.78187
324     17      19      26      28      -0.30006
325     17      19      28      30      -0.18090
326     17      19      30      32      -0.10122
327     17      19      32      34      -0.06570
328     17      19      34      36      -0.04717
329     17      19      36      38      -0.03205
330     17      19      38      40      -0.02503
331     17      19      21      23      -6.02417
332     17      19      23      25      -1.34986
333     17      19      25      27      -0.50755
334     17      19      27      29      -0.23051
