733
1       1       4       6       9       -3.20921
2       1       4       9       12      -0.80262
3       1       4       12      15      -0.33839
4       1       4       15      18      -0.16922
5       1       4       18      21      -0.09872
6       1       4       21      24      -0.05937
7       1       4       24      27      -0.03776
8       1       4       27      30      -0.02771
9       1       4       30      33      -0.02124
10      1       4       33      36      -0.01549
11      1       4       7       10      -1.83488
12      1       4       10      13      -0.59155
13      1       4       13      16      -0.25851
14      1       4       16      19      -0.14119
15      1       4       19      22      -0.08305
16      1       4       22      25      -0.05144
17      1       4       25      28      -0.03407
18      1       4       28      31      -0.02425
19      1       4       31      34      -0.01938
20      1       4       8       11      -1.14682
21      1       4       11      14      -0.44485
22      1       4       14      17      -0.20735
23      1       4       17      20      -0.11663
24      1       4       20      23      -0.06911
25      1       4       23      26      -0.04445
26      1       4       26      29      -0.03086
27      1       4       29      32      -0.02231
28      1       4       32      35      -0.01760
29      2       5       7       10      -3.13607
30      2       5       10      13      -0.78056
31      2       5       13      16      -0.31335
32      2       5       16      19      -0.16380
33      2       5       19      22      -0.09383
34      2       5       22      25      -0.05657
35      2       5       25      28      -0.03717
36      2       5       28      31      -0.02615
37      2       5       31      34      -0.02071
38      2       5       34      37      -0.01500
39      2       5       8       11      -1.71352
40      2       5       11      14      -0.56594
41      2       5       14      17      -0.24672
42      2       5       17      20      -0.13415
43      2       5       20      23      -0.07767
44      2       5       23      26      -0.04811
45      2       5       26      29      -0.03351
46      2       5       29      32      -0.02401
47      2       5       32      35      -0.01869
48      2       5       9       12      -1.11148
49      2       5       12      15      -0.41911
50      2       5       15      18      -0.19824
51      2       5       18      21      -0.11270
52      2       5       21      24      -0.06605
53      2       5       24      27      -0.04093
54      2       5       27      30      -0.02999
55      2       5       30      33      -0.02277
56      2       5       33      36      -0.01657
57      3       6       8       11      -2.82269
58      3       6       11      14      -0.68569
59      3       6       14      17      -0.27094
60      3       6       17      20      -0.13932
61      3       6       20      23      -0.07979
62      3       6       23      26      -0.04703
63      3       6       26      29      -0.03263
64      3       6       29      32      -0.02311
65      3       6       32      35      -0.01783
66      3       6       35      38      -0.01241
67      3       6       9       12      -1.56023
68      3       6       12      15      -0.48774
69      3       6       15      18      -0.21336
70      3       6       18      21      -0.11616
71      3       6       21      24      -0.06675
72      3       6       24      27      -0.03984
73      3       6       27      30      -0.02912
74      3       6       30      33      -0.02183
75      3       6       33      36      -0.01579
76      3       6       10      13      -1.00333
77      3       6       13      16      -0.35332
78      3       6       16      19      -0.17305
79      3       6       19      22      -0.09646
80      3       6       22      25      -0.05607
81      3       6       25      28      -0.03638
82      3       6       28      31      -0.02519
83      3       6       31      34      -0.01981
84      3       6       34      37      -0.01421
85      4       7       9       12      -2.92348
86      4       7       12      15      -0.63101
87      4       7       15      18      -0.24613
88      4       7       18      21      -0.12632
89      4       7       21      24      -0.07092
90      4       7       24      27      -0.04036
91      4       7       27      30      -0.02929
92      4       7       30      33      -0.02167
93      4       7       33      36      -0.01553
94      4       7       36      39      -0.01061
95      4       7       10      13      -1.55146
96      4       7       13      16      -0.43547
97      4       7       16      19      -0.19518
98      4       7       19      22      -0.10343
99      4       7       22      25      -0.05864
100     4       7       25      28      -0.03701
101     4       7       28      31      -0.02527
102     4       7       31      34      -0.01965
103     4       7       34      37      -0.01402
104     4       7       11      14      -0.95170
105     4       7       14      17      -0.32201
106     4       7       17      20      -0.15419
107     4       7       20      23      -0.08516
108     4       7       23      26      -0.04819
109     4       7       26      29      -0.03304
110     4       7       29      32      -0.02305
111     4       7       32      35      -0.01761
112     4       7       35      38      -0.01221
113     5       8       10      13      -3.48870
114     5       8       13      16      -0.64574
115     5       8       16      19      -0.25493
116     5       8       19      22      -0.12642
117     5       8       22      25      -0.06914
118     5       8       25      28      -0.04238
119     5       8       28      31      -0.02837
120     5       8       31      34      -0.02178
121     5       8       34      37      -0.01542
122     5       8       37      40      -0.01051
123     5       8       11      14      -1.73189
124     5       8       14      17      -0.45131
125     5       8       17      20      -0.19635
126     5       8       20      23      -0.10182
127     5       8       23      26      -0.05706
128     5       8       26      29      -0.03754
129     5       8       29      32      -0.02576
130     5       8       32      35      -0.01945
131     5       8       35      38      -0.01340
132     5       8       12      15      -1.01579
133     5       8       15      18      -0.33196
134     5       8       18      21      -0.15717
135     5       8       21      24      -0.08400
136     5       8       24      27      -0.04708
137     5       8       27      30      -0.03310
138     5       8       30      33      -0.02420
139     5       8       33      36      -0.01713
140     5       8       36      39      -0.01166
141     6       9       11      14      -3.72530
142     6       9       14      17      -0.65956
143     6       9       17      20      -0.25622
144     6       9       20      23      -0.12496
