x,z,resistivity
9.529343333333335,0.0,1532.26947
16.84082666666667,0.0,46.29965
17.078483333333335,0.0,42.21738
7.268586666666668,0.0,364.05952
34.45362,0.0,355.01957
35.90669333333333,0.0,2725.77292
2.7553400000000003,0.0,102.4282
28.632350000000002,0.0,142.62279
7.65608,0.0,381.85431
22.38061,0.0,3337.21588
1.98339,0.0,27.99352
7.863613333333333,0.0,41.20599
36.74944333333333,0.0,165.5792
33.98408333333333,0.0,400.33885
6.618026666666666,0.0,61.20522
3.2131433333333335,0.0,384.54737
1.7421066666666665,0.0,614.54881
41.06061666666667,0.0,74.59984
40.74111,0.0,74.39229
1.9075166666666667,0.0,259.03341
35.56653,0.0,142.58764
13.559676666666666,0.0,1322.77288
2.68722,0.0,296.1428
33.728703333333335,0.0,119.33474
30.069193333333335,0.0,3639.89456
19.843616666666666,0.0,41.00208
19.952166666666667,0.0,42.0442
33.18477333333333,0.0,2584.08383
7.902360000000001,0.0,53.06928
12.734789999999998,0.0,66.79894
3.2135433333333334,0.0,110.34869
14.047073333333332,0.0,1203.79149
14.982846666666667,0.0,245.79388
14.78562,0.0,48.94947
1.7208433333333335,0.0,105.7123
21.211996666666668,0.0,33.91747
39.850276666666666,0.0,78.59473
39.90262,0.0,94.62415
21.51067666666667,0.0,38.00631
28.58944666666667,0.0,86.9955
16.083099999999998,0.0,276.2826
17.03433,0.0,298.41467
1.1929666666666667,0.0,263.90962
33.94747666666667,0.0,2428.94654
22.260716666666667,0.0,3677.24682
9.460193333333333,0.0,339.61127
14.71564,0.0,1256.91688
18.149559999999997,0.0,333.62284
2.310626666666667,0.0,129.8615
10.717039999999999,0.0,46.17051
12.921790000000001,0.0,228.25405
19.10249333333333,0.0,359.25942
16.542983333333336,0.0,44.62674
2.2495733333333336,0.0,30.68
37.134413333333335,0.0,89.6623
15.16754,0.0,1475.89216
19.665536666666668,0.0,52.76578
29.520863333333335,0.0,3393.39481
33.69415,0.0,809.98089
37.11191333333333,0.0,110.81534
38.87882,0.0,191.96304
36.398936666666664,0.0,218.25172
35.58821666666666,0.0,119.53669
13.294253333333335,0.0,56.57211
34.08912,0.0,106.0584
32.67883666666667,0.0,3034.81298
6.9226133333333335,0.0,433.06334
13.548960000000001,0.0,47.39504
14.556693333333333,0.0,373.20709
31.474139999999995,0.0,916.03273
1.0202166666666665,0.0,479.22863
32.58355,0.0,105.58722
29.26424,0.0,950.98891
32.56034666666667,0.0,100.55847
27.08935,0.0,1185.40133
31.128396666666664,0.0,111.96713
24.942089999999997,0.0,1445.98738
22.818429999999996,0.0,1348.20881
34.41537333333333,0.0,2575.6464
20.715643333333333,0.0,1016.58409
8.644446666666667,0.0,45.3195
18.626636666666666,0.0,797.15913
16.56726,0.0,621.66201
14.534403333333335,0.0,492.78915
12.529096666666668,0.0,409.12586
10.501813333333333,0.0,422.63249
1.8992233333333333,0.0,578.65735
29.65453666666666,0.0,90.27097
9.469196666666667,0.0,458.53291
27.486986666666667,0.0,61.43829
22.184340000000002,0.0,47.26249
26.05398666666667,0.0,82.82009
24.61364,0.0,76.08747
20.25082,0.0,38.75958
22.468926666666665,0.0,86.67623
21.04531333333333,0.0,57.21224
19.66605,0.0,68.35341
15.04712,0.0,48.90481
16.585103333333333,0.0,467.94905
34.070993333333334,0.0,106.59156
11.857776666666666,0.0,46.66675
18.076116666666667,0.0,59.33896
31.376626666666667,0.0,3397.57342
36.75077,0.0,134.27309
18.38722,0.0,65.57081
40.859519999999996,0.0,99.65143
21.199343333333335,0.0,3634.55141
40.87287666666666,0.0,88.47046
12.520056666666667,0.0,286.73451
6.133483333333333,0.0,76.02569
40.37878666666667,0.0,111.78118
21.755936666666667,0.0,3926.69761
18.645386666666667,0.0,587.73659
12.145353333333333,0.0,52.61507
1.1275433333333333,0.0,128.98697
38.29163666666667,0.0,452.26099
