x,z,resistivity
9.529343333333335,0.0,1740.31665
16.84082666666667,0.0,40.94097
17.078483333333335,0.0,38.5697
7.268586666666668,0.0,360.06178
34.45362,0.0,454.61134
35.90669333333333,0.0,4114.96119
2.7553400000000003,0.0,104.5902
28.632350000000002,0.0,68.99948
7.65608,0.0,362.00087
22.38061,0.0,6331.61293
1.98339,0.0,35.1937
7.863613333333333,0.0,38.63617
36.74944333333333,0.0,142.88144
33.98408333333333,0.0,550.28608
6.618026666666666,0.0,50.91834
3.2131433333333335,0.0,634.3393
1.7421066666666665,0.0,690.65565
41.06061666666667,0.0,76.67561
40.74111,0.0,51.39372
1.9075166666666667,0.0,400.36335
35.56653,0.0,140.62197
13.559676666666666,0.0,1641.24547
2.68722,0.0,464.43622
33.728703333333335,0.0,100.3209
30.069193333333335,0.0,7300.46004
19.843616666666666,0.0,40.98469
19.952166666666667,0.0,41.95855
33.18477333333333,0.0,4457.63714
7.902360000000001,0.0,41.90445
12.734789999999998,0.0,62.10409
3.2135433333333334,0.0,108.84776
14.047073333333332,0.0,1540.36315
14.982846666666667,0.0,271.95782
14.78562,0.0,47.53036
1.7208433333333335,0.0,115.7891
21.211996666666668,0.0,40.2362
39.850276666666666,0.0,56.70336
39.90262,0.0,56.82914
21.51067666666667,0.0,42.75495
28.58944666666667,0.0,63.9395
16.083099999999998,0.0,318.47564
17.03433,0.0,342.3406
1.1929666666666667,0.0,413.6672
33.94747666666667,0.0,4022.32047
22.260716666666667,0.0,7060.09248
9.460193333333333,0.0,305.40676
14.71564,0.0,1685.33819
18.149559999999997,0.0,383.47139
2.310626666666667,0.0,149.68866
10.717039999999999,0.0,43.429
12.921790000000001,0.0,233.35355
19.10249333333333,0.0,428.86764
16.542983333333336,0.0,40.7431
2.2495733333333336,0.0,38.65802
37.134413333333335,0.0,71.92289
15.16754,0.0,2063.72458
19.665536666666668,0.0,50.1184
29.520863333333335,0.0,7126.99898
33.69415,0.0,1286.68402
37.11191333333333,0.0,90.0409
38.87882,0.0,185.22507
36.398936666666664,0.0,231.32875
35.58821666666666,0.0,103.12968
13.294253333333335,0.0,47.69716
34.08912,0.0,77.60474
32.67883666666667,0.0,5371.093
6.9226133333333335,0.0,488.94078
13.548960000000001,0.0,40.35252
14.556693333333333,0.0,434.54014
31.474139999999995,0.0,1937.72548
1.0202166666666665,0.0,648.11589
32.58355,0.0,97.64213
29.26424,0.0,2348.62074
32.56034666666667,0.0,105.87826
27.08935,0.0,2411.34981
31.128396666666664,0.0,94.74746
24.942089999999997,0.0,2207.88055
22.818429999999996,0.0,1865.88081
34.41537333333333,0.0,4151.51946
20.715643333333333,0.0,1478.12165
8.644446666666667,0.0,46.15239
18.626636666666666,0.0,1144.52656
16.56726,0.0,839.24116
14.534403333333335,0.0,595.18064
12.529096666666668,0.0,424.0919
10.501813333333333,0.0,394.77922
1.8992233333333333,0.0,779.92696
29.65453666666666,0.0,79.24246
9.469196666666667,0.0,425.20463
27.486986666666667,0.0,79.19423
22.184340000000002,0.0,36.03168
26.05398666666667,0.0,71.35019
24.61364,0.0,53.06244
20.25082,0.0,39.93003
22.468926666666665,0.0,73.05069
21.04531333333333,0.0,60.29446
19.66605,0.0,66.17292
15.04712,0.0,46.39438
16.585103333333333,0.0,596.07621
34.070993333333334,0.0,81.436
11.857776666666666,0.0,50.61433
18.076116666666667,0.0,47.91682
31.376626666666667,0.0,6426.91149
36.75077,0.0,109.26508
18.38722,0.0,52.74334
40.859519999999996,0.0,57.01354
21.199343333333335,0.0,5806.45573
40.87287666666666,0.0,95.56335
12.520056666666667,0.0,290.82309
6.133483333333333,0.0,70.24011
40.37878666666667,0.0,59.49549
21.755936666666667,0.0,6659.30349
18.645386666666667,0.0,783.80162
12.145353333333333,0.0,54.04552
1.1275433333333333,0.0,151.61217
38.29163666666667,0.0,460.86453
27.840696666666663,0.0,39.7777
13.353186666666668,0.0,261.53974
15.050516666666667,0.0,397.19273
6.383596666666667,0.0,46.11985
12.329163333333334,0.0,1486.68032
31.11854,0.0,81.0485
10.9356,0.0,211.20177
39.41111,0.0,84.03044
16.06928,0.0,466.8115
17.09366,0.0,525.7692
0.8616999999999999,0.0,62.47483
18.128923333333333,0.0,598.36238
33.72102333333333,0.0,79.80725
33.653803333333336,0.0,831.06147
10.530106666666669,0.0,266.21628
2.8894933333333337,0.0,860.24889
16.324506666666668,0.0,48.69525
4.211986666666667,0.0,44.47571
1.8006900000000001,0.0,65.38462
9.058453333333333,0.0,212.84123
29.288893333333334,0.0,51.06861
18.54523,0.0,45.78154
19.15467333333333,0.0,679.79539
16.271356666666666,0.0,58.56142
4.713653333333333,0.0,1158.29135
15.998313333333334,0.0,64.40039
3.8440266666666663,0.0,45.39052
31.456046666666666,0.0,1264.96468
19.50064666666667,0.0,4858.61843
14.492563333333335,0.0,44.00041
6.554403333333333,0.0,51.18069
3.557513333333333,0.0,166.76793
37.93696333333333,0.0,125.41274
8.096453333333335,0.0,38.60899
24.606056666666664,0.0,37.53404
36.45593333333333,0.0,354.68242
6.167813333333332,0.0,57.03614
29.252006666666663,0.0,1521.40577
11.2794,0.0,49.3695
10.163946666666668,0.0,223.37123
27.078886666666666,0.0,1552.12044
41.75085333333333,0.0,691.14734
22.820196666666664,0.0,41.25121
20.689586666666667,0.0,949.54227
24.930183333333332,0.0,1394.35906
28.919383333333332,0.0,84.2292
22.80292,0.0,1184.62316
4.584136666666667,0.0,1100.94515
24.9979,0.0,7547.22076
29.656419999999997,0.0,60.27585
9.28844,0.0,1371.28895
23.88876666666667,0.0,57.24707
22.48166,0.0,52.62342
27.50295,0.0,52.59401
41.40973333333333,0.0,82.35366
14.190963333333334,0.0,41.01849
13.898793333333336,0.0,39.0409
26.057919999999996,0.0,52.82641
34.74949,0.0,4985.22751
20.19687,0.0,5519.7678
39.10459,0.0,160.66315
21.017123333333334,0.0,44.16362
31.938063333333336,0.0,5573.68697
41.03673666666666,0.0,537.67853
12.718326666666668,0.0,65.24949
38.68437333333333,0.0,2233.73238
3.6454299999999997,0.0,39.53362
6.051196666666667,0.0,148.04277
35.81478666666667,0.0,153.07304
5.732976666666667,0.0,83.31854
5.557753333333333,0.0,284.29615
35.50788666666667,0.0,4367.34644
11.311446666666667,0.0,213.7532
12.47744,0.0,54.27099
30.743043333333333,0.0,6499.31887
37.89584333333334,0.0,1868.57884
37.20568666666667,0.0,1346.1834
6.487796666666667,0.0,78.11843
21.63669,0.0,42.62899
37.745686666666664,0.0,660.70876
17.9343,0.0,39.00994
13.00895,0.0,58.73718
5.824943333333334,0.0,47.00236
6.01836,0.0,230.63604
40.5287,0.0,118.95536
34.25481666666666,0.0,1382.60487
26.62774,0.0,43.89895
18.39303,0.0,39.85763
37.90539333333333,0.0,2321.54857
11.533036666666668,0.0,49.88288
10.67789,0.0,52.78943
6.4321866666666665,0.0,425.19668
9.790156666666666,0.0,240.01304
37.50971333333334,0.0,77.4706
8.785886666666665,0.0,1286.6394
17.611036666666667,0.0,685.06288
15.558366666666666,0.0,514.43156
35.40848,0.0,1085.43537
5.9722566666666665,0.0,526.85227
38.698116666666664,0.0,2507.00383
32.01949333333334,0.0,2146.12311
37.89998,0.0,101.26158
10.460656666666667,0.0,40.36526
35.959473333333335,0.0,82.39695
38.27261,0.0,105.93485
11.228886666666668,0.0,1934.93341
3.33658,0.0,808.1344
37.20845333333333,0.0,1838.91736
27.8609,0.0,46.04088
20.720353333333332,0.0,5143.49801
36.736039999999996,0.0,67.71615
29.566113333333334,0.0,45.9279
29.798266666666667,0.0,2749.19654
34.45439666666667,0.0,89.76949
5.4040333333333335,0.0,69.91676
6.460286666666666,0.0,115.41804
22.14906666666667,0.0,43.72147
18.84171333333333,0.0,47.82534
33.127199999999995,0.0,1749.67085
35.20695333333333,0.0,98.5839
27.61498333333333,0.0,2930.4215
34.830643333333335,0.0,977.0653
32.94309666666667,0.0,91.25234
25.461826666666667,0.0,2773.12845
36.573813333333334,0.0,1272.61839
23.332996666666663,0.0,2390.84233
36.55596,0.0,858.06842
5.6782,0.0,119.64373
21.226946666666667,0.0,1906.2522
33.69958,0.0,80.82691
30.883813333333336,0.0,2494.27514
19.123993333333335,0.0,1462.48401
17.06022,0.0,1063.7237
15.015433333333334,0.0,751.85696
13.007183333333332,0.0,536.91285
10.993236666666668,0.0,467.11274
38.95899,0.0,164.56236
8.59637,0.0,53.80539
31.479786666666666,0.0,113.58771
7.092053333333333,0.0,1537.52998
28.683743333333336,0.0,2886.42699
11.000563333333332,0.0,45.20414
40.20803333333333,0.0,52.40093
31.908226666666668,0.0,103.47708
32.21127,0.0,112.04113
41.11595333333333,0.0,117.51551
26.516823333333335,0.0,2882.6684
30.009006666666664,0.0,97.0648
8.248243333333333,0.0,51.35388
24.375983333333334,0.0,2599.68529
22.258393333333334,0.0,2146.30675
26.853796666666668,0.0,51.6248
20.160866666666667,0.0,1680.19424
7.975926666666666,0.0,481.78651
18.094576666666665,0.0,1252.7664
16.038643333333333,0.0,898.18292
14.009573333333334,0.0,629.84022
11.99107,0.0,482.28498
9.970046666666667,0.0,483.36653
30.7419,0.0,104.70202
27.824483333333333,0.0,101.63573
29.270390000000003,0.0,99.51686
19.667266666666666,0.0,892.55505
26.396469999999997,0.0,91.81212
28.54610333333333,0.0,103.44661
24.95866666666667,0.0,73.241
22.817269999999997,0.0,88.61474
27.11558666666667,0.0,97.04343
21.384716666666666,0.0,75.61272
38.47762,0.0,1051.65909
20.00588,0.0,75.87437
18.614073333333334,0.0,69.45152
15.740746666666666,0.0,2774.61155
16.5055,0.0,65.52955
14.423303333333335,0.0,53.63378
25.671053333333333,0.0,85.95393
18.617636666666666,0.0,4497.26388
10.326093333333333,0.0,64.02559
24.23304333333333,0.0,68.58853
23.521106666666668,0.0,78.99543
36.35354,0.0,78.14836
22.10112666666667,0.0,84.25037
20.696916666666667,0.0,72.83549
19.286196666666665,0.0,78.4136
12.373249999999999,0.0,63.92281
17.178953333333332,0.0,61.10589
15.10345,0.0,72.10052
