338
102     25      22      12      9       -0.05483        -2.45692
103     31      28      12      9       -0.01589        -4.57946
104     18      15      13      10      -2.28937        -6.90553
105     21      18      13      10      -0.29317        -2.90759
106     24      21      13      10      -0.10229        -5.50989
107     33      30      13      10      -0.01539        -6.38216
108     36      33      13      10      -0.01118        -13.94190
109     19      16      13      10      -0.82717        -4.68122
110     37      34      13      10      -0.00967        -14.58157
111     43      40      13      10      -0.00449        -13.62207
112     20      17      13      10      -0.46900        -6.07687
113     26      23      13      10      -0.05851        -2.52961
114     38      35      13      10      -0.00876        -2.03531
115     19      16      14      11      -1.76551        -5.30636
116     25      22      14      11      -0.09084        -2.82036
117     31      28      14      11      -0.02107        -4.52131
118     37      34      14      11      -0.01049        -10.33649
119     46      43      14      11      -0.00350        -12.51718
120     20      17      14      11      -0.82098        -5.46627
121     32      29      14      11      -0.01877        -5.65527
122     38      35      14      11      -0.00902        -6.65839
123     21      18      14      11      -0.45503        -4.15786
124     24      21      14      11      -0.13067        -2.28246
125     27      24      14      11      -0.05016        -2.26792
126     30      27      14      11      -0.02435        -3.34373
127     39      36      14      11      -0.00789        -4.11424
128     20      17      15      12      -2.02372        -3.75079
129     23      20      15      12      -0.29034        -3.61995
130     32      29      15      12      -0.02224        -3.77987
131     38      35      15      12      -0.01034        -4.69576
132     47      44      15      12      -0.00349        -11.07793
133     21      18      15      12      -0.89650        -3.15474
134     24      21      15      12      -0.19326        -3.85256
135     30      27      15      12      -0.02942        -2.80583
136     39      36      15      12      -0.00900        -4.56492
137     22      19      15      12      -0.47712        -2.96574
138     25      22      15      12      -0.12663        -0.95951
139     31      28      15      12      -0.02519        -3.75079
140     21      18      16      13      -2.08688        -5.53896
141     30      27      16      13      -0.03247        -3.18381
142     36      33      16      13      -0.01437        -8.27210
143     39      36      16      13      -0.00926        -5.39358
144     42      39      16      13      -0.00592        -12.85156
145     22      19      16      13      -0.87781        -4.59400
146     25      22      16      13      -0.17157        -2.45692
147     31      28      16      13      -0.02738        -7.60335
148     37      34      16      13      -0.01244        -13.72383
149     23      20      16      13      -0.47151        -3.61995
150     26      23      16      13      -0.11952        -1.41018
151     32      29      16      13      -0.02394        -3.57634
152     35      32      16      13      -0.01588        -6.65839
153     38      35      16      13      -0.01077        -3.99794
154     22      19      17      14      -2.17338        -6.45485
155     25      22      17      14      -0.26559        -2.57322
156     31      28      17      14      -0.03122        -2.47145
157     37      34      17      14      -0.01346        -4.69576
158     23      20      17      14      -0.94985        -5.74249
159     26      23      17      14      -0.17095        -1.71548
160     32      29      17      14      -0.02690        -2.13708
161     38      35      17      14      -0.01154        -5.53896
162     47      44      17      14      -0.00373        -30.00635
163     24      21      17      14      -0.49885        -4.36139
164     27      24      17      14      -0.10548        -0.34891
165     39      36      17      14      -0.00989        -3.27104
166     23      20      18      15      -2.82713        -8.11218
167     26      23      18      15      -0.30495        -4.76845
168     24      21      18      15      -1.21127        -7.00730
169     27      24      18      15      -0.16902        -3.77987
170     39      36      18      15      -0.01110        -11.32507
171     25      22      18      15      -0.53777        -4.62307
172     31      28      18      15      -0.03810        -2.23885
173     24      21      19      16      -3.62451        -9.24614
174     27      24      19      16      -0.32825        -3.09659
175     33      30      19      16      -0.03542        -1.43926
176     36      33      19      16      -0.02239        -4.82660
177     39      36      19      16      -0.01367        -4.12878
178     25      22      19      16      -1.31798        -5.87334
179     26      23      19      16      -0.66215        -4.50677
180     35      32      19      16      -0.02544        -7.02183
181     38      35      19      16      -0.01614        -3.53272
182     25      22      20      17      -3.62730        -9.68228
183     28      25      20      17      -0.30842        -2.73314
184     31      28      20      17      -0.07602        -2.25338
185     34      31      20      17      -0.03941        -1.22119
186     37      34      20      17      -0.02417        -3.12566
187     26      23      20      17      -1.54870        -7.67604
188     29      26      20      17      -0.15742        -0.69782
189     32      29      20      17      -0.06004        -3.25650
190     38      35      20      17      -0.02009        -4.57946
191     41      38      20      17      -0.01177        -1.16304
192     27      24      20      17      -0.68565        -5.75703
193     39      36      20      17      -0.01693        -5.07375
194     39      36      21      18      -0.02054        -2.55868
195     42      39      21      18      -0.01224        -6.20771
196     48      45      21      18      -0.00597        -15.45385
197     46      43      21      18      -0.00734        -5.62619
198     27      24      22      19      -4.15353        -9.90035
199     30      27      22      19      -0.27033        -3.47457
200     33      30      22      19      -0.08746        -2.13708
201     36      33      22      19      -0.04576        -6.30947
202     39      36      22      19      -0.02517        -2.42784
203     42      39      22      19      -0.01443        -3.28558
204     28      25      22      19      -1.37685        -8.08311
205     31      28      22      19      -0.16884        -5.29182
206     43      40      22      19      -0.01276        -7.37075
207     46      43      22      19      -0.00875        -10.11842
208     29      26      22      19      -0.51610        -6.10594
209     32      29      22      19      -0.11956        -2.16616
210     35      32      22      19      -0.05417        -2.68952
211     47      44      22      19      -0.00762        -16.84950
212     28      25      23      20      -3.37829        -7.79235
213     31      28      23      20      -0.25888        -1.93355
214     37      34      23      20      -0.04523        -2.83490
215     29      26      23      20      -1.03186        -5.49535
216     32      29      23      20      -0.17065        -0.95951
217     38      35      23      20      -0.03620        -2.09347
218     41      38      23      20      -0.01957        -4.28870
219     30      27      23      20      -0.46014        -2.71860
220     39      36      23      20      -0.02962        -2.58776
221     42      39      23      20      -0.01677        -4.15786
222     29      26      24      21      -2.52625        -5.45174
223     32      29      24      21      -0.26288        -1.74456
224     38      35      24      21      -0.04450        -3.35827
225     41      38      24      21      -0.02350        -2.36969
226     30      27      24      21      -0.89445        -3.18381
227     33      30      24      21      -0.17055        -1.35203
228     39      36      24      21      -0.03591        -4.24508
229     31      28      24      21      -0.43810        -2.26792
230     37      34      24      21      -0.05664        -1.62825
231     30      27      25      22      -2.31129        -7.35621
232     33      30      25      22      -0.26312        -2.45692
233     36      33      25      22      -0.09329        -1.91901
234     31      28      25      22      -0.87877        -4.85568
235     37      34      25      22      -0.07076        -2.60229
236     32      29      25      22      -0.45065        -3.16928
237     31      28      26      23      -2.40149        -8.72278
238     37      34      26      23      -0.09418        -2.96574
239     32      29      26      23      -0.95684        -5.94603
240     38      35      26      23      -0.06970        -4.08517
241     41      38      26      23      -0.03235        -3.85256
242     33      30      26      23      -0.47518        -5.16098
243     36      33      26      23      -0.13038        -1.42472
244     39      36      26      23      -0.05378        -3.80895
245     42      39      26      23      -0.02691        -5.56804
246     45      42      26      23      -0.01597        -33.97521
247     32      29      27      24      -2.18809        -7.92319
248     38      35      27      24      -0.08535        -2.77675
249     41      38      27      24      -0.03714        -4.94291
250     47      44      27      24      -0.01309        -20.39676
251     33      30      27      24      -0.88286        -6.07687
252     39      36      27      24      -0.06403        -3.30012
253     42      39      27      24      -0.02983        -4.60853
254     45      42      27      24      -0.01766        -17.22748
255     34      31      27      24      -0.44033        -5.53896
256     46      43      27      24      -0.01506        -32.24520
257     33      30      28      25      -2.27536        -6.64385
258     36      33      28      25      -0.27156        -2.00624
259     39      36      28      25      -0.08190        -2.12254
260     34      31      28      25      -0.88569        -4.31777
261     37      34      28      25      -0.17174        -1.78817
262     43      40      28      25      -0.02851        -2.41330
263     46      43      28      25      -0.01671        -7.55974
264     35      32      28      25      -0.43092        -3.27104
265     38      35      28      25      -0.11428        -1.16304
266     34      31      29      26      -2.33896        -6.48393
267     37      34      29      26      -0.26926        -2.36969
268     35      32      29      26      -0.87075        -4.78299
269     38      35      29      26      -0.16409        -1.55556
270     47      44      29      26      -0.01588        -15.83184
271     36      33      29      26      -0.47638        -3.22743
272     39      36      29      26      -0.11046        -1.57010
273     35      32      30      27      -2.12708        -4.20147
274     38      35      30      27      -0.26489        -1.74456
275     41      38      30      27      -0.07148        -2.89305
276     47      44      30      27      -0.01879        -8.75185
277     36      33      30      27      -0.97715        -3.06751
278     39      36      30      27      -0.16508        -5.66980
279     37      34      30      27      -0.48272        -1.90447
280     36      33      31      28      -2.57433        -6.51301
281     39      36      31      28      -0.28387        -4.98652
282     37      34      31      28      -1.05177        -5.23367
283     40      37      31      28      -0.15932        -3.18381
284     38      35      31      28      -0.50222        -4.59400
285     41      38      31      28      -0.10219        -1.55556
286     37      34      32      29      -2.60489        -5.74249
287     40      37      32      29      -0.26878        -4.02701
288     46      43      32      29      -0.03506        -2.34061
289     38      35      32      29      -1.05141        -5.17551
290     41      38      32      29      -0.15753        -3.64903
291     39      36      32      29      -0.53513        -4.65215
292     42      39      32      29      -0.10445        -1.84632
293     38      35      33      30      -2.26299        -6.60023
294     41      38      33      30      -0.23935        -3.19835
295     39      36      33      30      -1.00767        -5.27728
296     42      39      33      30      -0.14631        -6.23678
297     40      37      33      30      -0.45132        -6.28040
298     46      43      33      30      -0.04279        -2.68952
299     39      36      34      31      -2.59277        -6.84738
300     42      39      34      31      -0.23889        -4.94291
301     45      42      34      31      -0.07292        -3.32919
302     40      37      34      31      -0.95615        -5.53896
303     43      40      34      31      -0.14796        -3.22743
304     41      38      34      31      -0.43800        -5.43720
305     47      44      34      31      -0.04416        -2.28246
306     40      37      35      32      -2.39177        -6.52754
307     43      40      35      32      -0.23224        -3.34373
308     46      43      35      32      -0.07427        -1.42472
309     41      38      35      32      -0.89791        -5.32089
310     47      44      35      32      -0.05671        -1.71548
311     42      39      35      32      -0.41997        -5.16098
312     41      38      36      33      -2.13354        -5.96056
313     44      41      36      33      -0.21546        -2.60229
314     47      44      36      33      -0.07377        -1.42472
315     42      39      36      33      -0.81072        -5.14644
316     48      45      36      33      -0.05631        -2.32607
317     43      40      36      33      -0.38755        -5.30636
318     42      39      37      34      -2.01798        -5.11736
319     45      42      37      34      -0.21457        -3.27104
320     48      45      37      34      -0.07315        -1.32295
321     43      40      37      34      -0.75799        -4.59400
322     44      41      37      34      -0.35988        -7.82142
323     43      40      38      35      -1.81517        -5.37905
324     44      41      38      35      -0.66815        -5.64073
325     45      42      38      35      -0.34550        -5.33543
326     44      41      39      36      -1.43055        -4.66669
327     47      44      39      36      -0.19610        -3.77987
328     45      42      39      36      -0.59251        -3.60541
329     48      45      39      36      -0.12906        -4.76845
330     46      43      39      36      -0.32266        -3.44550
331     45      42      40      37      -1.31584        -4.21601
332     46      43      40      37      -0.57400        -4.97198
333     47      44      40      37      -0.30701        -3.63449
334     46      43      41      38      -1.35557        -3.95433
335     47      44      41      38      -0.57120        -3.51819
336     47      44      42      39      -1.26719        -3.02390
337     48      45      42      39      -0.54239        -1.77363
338     48      45      43      40      -1.20475        -2.93667
