338
1       1       4       6       9       -1.81781        -5.43720
2       1       4       12      15      -0.08093        -2.83490
3       1       4       24      27      -0.00964        -2.00624
4       1       4       27      30      -0.00608        -11.22331
5       1       4       33      36      -0.00389        -11.58675
6       1       4       7       10      -0.73891        -3.28558
7       1       4       13      16      -0.05631        -3.41642
8       1       4       26      29      -0.00614        -10.72901
9       1       4       32      35      -0.00403        -10.48187
10      2       5       7       10      -1.78122        -5.29182
11      2       5       13      16      -0.06983        -2.55868
12      2       5       16      19      -0.03303        -2.84944
13      2       5       28      31      -0.00606        -8.30118
14      2       5       34      37      -0.00365        -14.29081
15      2       5       8       11      -0.74810        -4.72484
16      2       5       14      17      -0.05162        -2.98028
17      2       5       9       12      -0.37751        -1.83178
18      2       5       12      15      -0.10375        -4.01248
19      2       5       27      30      -0.00662        -12.48811
20      3       6       8       11      -2.23344        -9.14438
21      3       6       14      17      -0.06808        -1.61371
22      3       6       20      23      -0.02326        -7.92319
23      3       6       23      26      -0.01492        -4.20147
24      3       6       29      32      -0.00631        -8.05403
25      3       6       9       12      -0.81958        -4.15786
26      3       6       27      30      -0.00749        -5.50989
27      3       6       10      13      -0.39821        -2.64591
28      3       6       13      16      -0.09590        -3.75079
29      3       6       28      31      -0.00682        -9.53690
30      4       7       9       12      -2.64453        -8.15580
31      4       7       12      15      -0.23398        -5.66980
32      4       7       21      24      -0.02302        -4.31777
33      4       7       24      27      -0.01326        -13.95644
34      4       7       10      13      -0.88125        -5.34997
35      4       7       13      16      -0.13463        -7.80688
36      4       7       11      14      -0.39061        -3.16928
37      4       7       14      17      -0.09059        -2.34061
38      4       7       17      20      -0.04409        -2.39876
39      4       7       29      32      -0.00696        -11.33961
40      4       7       35      38      -0.00398        -10.97616
41      5       8       10      13      -2.89386        -9.31883
42      5       8       13      16      -0.22656        -7.92319
43      5       8       11      14      -0.93749        -6.61477
44      5       8       14      17      -0.13758        -3.85256
45      5       8       12      15      -0.45906        -4.82660
46      5       8       18      21      -0.04810        -2.23885
47      5       8       21      24      -0.02797        -6.99276
48      5       8       24      27      -0.01580        -6.32401
49      5       8       27      30      -0.00953        -6.23678
50      6       9       11      14      -3.29315        -10.33649
51      6       9       14      17      -0.24516        -6.60023
52      6       9       23      26      -0.02399        -13.79652
53      6       9       29      32      -0.00919        -5.40812
54      6       9       12      15      -1.21580        -8.02495
55      6       9       15      18      -0.13142        -3.96886
56      6       9       18      21      -0.06380        -2.32607
57      6       9       21      24      -0.03495        -3.56180
58      6       9       24      27      -0.01903        -4.84114
59      6       9       27      30      -0.01118        -3.38734
60      6       9       36      39      -0.00452        -15.26486
61      6       9       13      16      -0.47655        -6.84738
62      6       9       19      22      -0.05139        -2.52961
63      6       9       22      25      -0.02847        -4.57946
64      6       9       28      31      -0.01002        -6.39670
65      7       10      12      15      -3.49530        -10.06027
66      7       10      15      18      -0.21333        -7.35621
67      7       10      27      30      -0.01304        -3.93979
68      7       10      33      36      -0.00722        -18.59405
69      7       10      39      42      -0.00348        -14.02913
70      7       10      13      16      -1.09315        -6.87646
71      7       10      16      19      -0.14108        -6.73108
72      7       10      19      22      -0.06673        -2.92213
73      7       10      14      17      -0.47445        -7.22537
74      7       10      20      23      -0.05310        -1.48287
75      7       10      23      26      -0.02921        -2.64591
76      7       10      29      32      -0.01058        -6.89099
77      7       10      32      35      -0.00792        -8.31571
78      7       10      35      38      -0.00581        -4.81206
79      8       11      13      16      -3.45377        -9.75497
80      8       11      16      19      -0.24145        -7.44344
81      8       11      28      31      -0.01421        -7.21083
82      8       11      34      37      -0.00786        -23.21712
83      8       11      14      17      -1.20686        -7.57428
84      8       11      20      23      -0.07340        -1.77363
85      8       11      23      26      -0.03805        -7.21083
86      8       11      15      18      -0.42448        -5.68434
87      8       11      21      24      -0.05857        -2.93667
88      8       11      24      27      -0.02926        -5.11736
89      8       11      27      30      -0.01612        -2.52961
90      9       12      14      17      -3.09008        -8.69370
91      9       12      17      20      -0.25925        -5.36451
92      9       12      20      23      -0.09338        -1.99170
93      9       12      23      26      -0.04448        -2.87852
94      9       12      29      32      -0.01423        -5.07375
95      9       12      35      38      -0.00736        -8.06857
96      9       12      15      18      -0.83204        -5.98964
97      9       12      21      24      -0.07213        -2.20977
98      9       12      24      27      -0.03363        -4.11424
99      9       12      27      30      -0.01807        -5.30636
100     9       12      36      39      -0.00661        -17.64908
101     9       12      16      19      -0.39675        -7.57428
102     9       12      22      25      -0.05508        -2.07893
103     9       12      28      31      -0.01586        -4.97198
104     10      13      15      18      -2.27927        -6.81830
105     10      13      18      21      -0.29420        -2.25338
106     10      13      21      24      -0.10054        -3.21289
107     10      13      30      33      -0.01507        -6.48393
108     10      13      33      36      -0.01129        -12.85156
109     10      13      16      19      -0.82417        -5.01560
110     10      13      34      37      -0.00986        -16.13714
111     10      13      40      43      -0.00449        -8.94085
112     10      13      17      20      -0.46837        -6.17863
113     10      13      23      26      -0.05844        -2.38423
114     10      13      35      38      -0.00858        -3.83802
115     11      14      16      19      -1.75874        -4.94291
116     11      14      22      25      -0.09092        -2.29700
117     11      14      28      31      -0.02111        -4.05609
118     11      14      34      37      -0.01040        -11.67398
119     11      14      43      46      -0.00346        -5.88787
120     11      14      17      20      -0.82020        -5.77157
121     11      14      29      32      -0.01879        -5.29182
122     11      14      35      38      -0.00903        -8.31571
123     11      14      18      21      -0.45672        -4.20147
124     11      14      21      24      -0.12875        -2.06439
125     11      14      24      27      -0.04982        -2.20977
126     11      14      27      30      -0.02428        -2.99482
127     11      14      36      39      -0.00786        -8.98446
128     12      15      17      20      -2.02497        -5.05921
129     12      15      20      23      -0.29063        -4.63761
130     12      15      29      32      -0.02237        -2.99482
131     12      15      35      38      -0.01040        -5.93149
132     12      15      44      47      -0.00364        -10.62725
133     12      15      18      21      -0.89948        -4.04155
134     12      15      21      24      -0.18987        -6.83284
135     12      15      27      30      -0.02948        -4.79753
136     12      15      36      39      -0.00905        -4.91383
137     12      15      19      22      -0.47679        -5.98964
138     12      15      22      25      -0.12700        -1.65733
139     12      15      28      31      -0.02519        -5.55350
140     13      16      18      21      -2.08943        -6.52754
141     13      16      27      30      -0.03244        -3.14020
142     13      16      33      36      -0.01432        -8.01042
143     13      16      36      39      -0.00919        -7.50159
144     13      16      39      42      -0.00602        -17.06757
145     13      16      19      22      -0.87652        -6.74561
146     13      16      22      25      -0.17157        -1.49741
147     13      16      28      31      -0.02739        -3.86710
148     13      16      34      37      -0.01251        -11.71760
149     13      16      20      23      -0.47099        -3.80895
150     13      16      23      26      -0.11900        -1.94809
151     13      16      29      32      -0.02392        -3.18381
152     13      16      32      35      -0.01586        -7.42890
153     13      16      35      38      -0.01069        -4.79753
154     14      17      19      22      -2.17095        -7.77781
155     14      17      22      25      -0.26577        -1.99170
156     14      17      28      31      -0.03138        -2.44238
157     14      17      34      37      -0.01393        -6.45485
158     14      17      20      23      -0.94873        -6.04779
159     14      17      23      26      -0.17001        -2.12254
160     14      17      29      32      -0.02686        -1.20665
161     14      17      35      38      -0.01141        -6.13502
162     14      17      44      47      -0.00364        -20.03331
163     14      17      21      24      -0.48701        -5.74249
164     14      17      24      27      -0.10488        -0.24715
165     14      17      36      39      -0.00985        -4.84114
166     15      18      20      23      -2.82606        -7.98134
167     15      18      23      26      -0.30329        -5.20459
168     15      18      21      24      -1.17855        -7.82142
169     15      18      24      27      -0.16666        -5.82972
170     15      18      36      39      -0.01092        -8.15580
171     15      18      22      25      -0.53718        -4.36139
