514
   1   1   1   1   3   1   2   1   4  0.50101E+03
   2   1   1   1   3   1   4   1   6 -0.36181E+03
   3   1   1   1   3   1   6   1   8 -0.13036E+03
   4   1   1   1   3   1   5   1   7 -0.15615E+03
   5   1   1   1   3   1   9   1  11 -0.14286E+03
   6   1   1   1   3   1  11   1  13  0.18279E+03
   7   1   1   1   3   1  13   1  15  0.35648E+02
   8   1   2   1   4   1   3   1   5  0.47644E+03
   9   1   2   1   4   1   5   1   7 -0.37411E+03
  10   1   2   1   4   1   6   1   8 -0.17991E+03
  11   1   2   1   4   1   9   1  11 -0.10234E+03
  12   1   2   1   4   1  11   1  13  0.90446E+02
  13   1   2   1   4   1  13   1  15  0.28832E+02
  14   1   3   1   5   1   4   1   6  0.50036E+03
  15   1   3   1   5   1   6   1   8 -0.39692E+03
  16   1   3   1   5   1   9   1  11 -0.10446E+03
  17   1   3   1   5   1  11   1  13  0.37260E+02
  18   1   3   1   5   1  13   1  15  0.13407E+02
  19   1   3   1   5   1  10   1  12 -0.96192E+02
  20   1   3   1   5   1  12   1  14  0.89717E+02
  21   1   4   1   6   1   5   1   7  0.55459E+03
  22   1   4   1   6   1   9   1  11 -0.14173E+03
  24   1   4   1   6   1  13   1  15 -0.28507E+01
  25   1   4   1   6   1  10   1  12 -0.10478E+03
  26   1   4   1   6   1  12   1  14  0.35280E+02
  27   1   5   1   7   1   6   1   8  0.55423E+03
  28   1   5   1   7   1   9   1  11 -0.22856E+03
  29   1   5   1   7   1  11   1  13 -0.58338E+02
  30   1   5   1   7   1  13   1  15 -0.16894E+02
  31   1   6   1   8   1   9   1  11 -0.46046E+03
  32   1   6   1   8   1  11   1  13 -0.13520E+03
  33   1   6   1   8   1  13   1  15 -0.28303E+02
  34   1   1   1   3   1  10   1  12 -0.35210E+03
  35   1   1   1   3   1  12   1  14  0.46761E+03
  36   1   1   1   3   1  14   1  16  0.28884E+02
  37   1   2   1   4   1  10   1  12 -0.13734E+03
  38   1   2   1   4   1  12   1  14  0.18742E+03
  39   1   2   1   4   1  14   1  16  0.35555E+02
  40   1   3   1   5   1  14   1  16  0.28859E+02
  41   1   4   1   6   1  14   1  16  0.12813E+02
  42   1   5   1   7   1  10   1  12 -0.14539E+03
  43   1   5   1   7   1  12   1  14 -0.88022E+01
  44   1   5   1   7   1  14   1  16 -0.52793E+01
  45   1   6   1   8   1  10   1  12 -0.21829E+03
  46   1   6   1   8   1  12   1  14 -0.67944E+02
  47   1   6   1   8   1  14   1  16 -0.22005E+02
  48   1   9   1  11   1  10   1  12  0.53598E+03
  49   1   9   1  11   1  12   1  14 -0.45197E+03
  50   1  10   1  12   1  11   1  13  0.42175E+02
  51   1  11   1  13   1  12   1  14  0.16902E+04
  52   1  13   1  15   1   9   1  11 -0.13705E+02
  53   1  14   1  16   1   9   1  11 -0.20156E+02
  54   1  14   1  16   1  11   1  13 -0.42960E+03
  55   1   9   1  11   1  17   1  19 -0.29860E+02
  56   1   9   1  11   1  19   1  21  0.11401E+02
  57   1   9   1  11   1  21   1  23  0.43757E+02
  58   1   9   1  11   1  18   1  20 -0.15796E+02
  59   1   9   1  11   1  20   1  22  0.35582E+02
  61   1  10   1  12   1  14   1  16 -0.11940E+02
  62   1  10   1  12   1  17   1  19 -0.31300E+02
  63   1  10   1  12   1  19   1  21 -0.10990E+02
  64   1  10   1  12   1  21   1  23  0.33203E+02
  65   1  10   1  12   1  18   1  20 -0.27727E+02
  66   1  10   1  12   1  20   1  22  0.12433E+02
  67   1  11   1  13   1  17   1  19 -0.71952E+02
  68   1  11   1  13   1  19   1  21  0.24932E+02
  69   1  11   1  13   1  21   1  23  0.18538E+03
  70   1  11   1  13   1  18   1  20 -0.30506E+02
  71   1  11   1  13   1  20   1  22  0.82095E+02
  72   1  11   1  13   1  22   1  24  0.47635E+03
  73   1  12   1  14   1  13   1  15  0.38681E+02
  74   1  12   1  14   1  17   1  19 -0.11875E+03
  76   1  12   1  14   1  21   1  23  0.82962E+02
  77   1  12   1  14   1  18   1  20 -0.73516E+02
  78   1  12   1  14   1  20   1  22  0.23406E+02
  79   1  12   1  14   1  22   1  24  0.17940E+03
  80   1  13   1  15   1  14   1  16  0.48768E+03
  81   1  13   1  15   1  17   1  19 -0.16327E+03
